name,title,company,bio,country,talk_title,photo_url,social_links,event,event_year,source_url
Michael Saylor,Founder & Executive Chairman,Strategy,"Michael Saylor is the Executive Chairman of Strategy (MSTR), a publicly traded business intelligence firm & holder of ₿499,096 that he founded in 1989. He is also the founder of Alarm.com (ALRM), named inventor on 48+ patents, & author of the book “The Mobile Wave”. He founded the Saylor Academy (saylor.org), a non-profit that has provided free education to over 2 million students. He is an advocate for the Bitcoin Standard (hope.com) with dual degrees from MIT in Aerospace Engineering & History of Science. He posts his views on X @saylor and his website Michael.com. His 4 hour interview with Lex Fridman summarizes his thoughts on Bitcoin, Inflation, and the Future of Money with ~11 million views on YouTube.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b630a94348bfcae228fa_4PlAFF3JOdRPDHzObJSTKvkuTeVJvB5NwYJPPplwiiA.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mo Ali Yusuf,CEO,Fuze,"Mohammed Ali Yusuf is the CEO and co-founder of Fuze, a regulated digital assets infrastructure platform focused on enabling banks and businesses in the Middle East to integrate digital asset products seamlessly. Under Mo’s leadership, Fuze is the fastest growing Fintech in the Middle East, surpassing $1bn in its first year. Fuze also completed a record-breaking $14M seed funding round and obtained several key regulatory licenses, including in UAE, Turkey, Canada and Europe. Mo is also the Co-Chair of Digital Assets for the MENA Fintech Association, driving forward the development of the region's fintech ecosystem. Mo holds a Bachelor’s in Computer Science from a Canadian university and an MBA from the prestigious London Business School.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/692f14ef3ad06a723d82be5f_1fbc3c3424f786528e19fc19.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mohammed Alshiekh,CTO,DEMA Energy,"Mohammed Alshiekh, CTO and co-founder of DEMA Energy, builds systems that use Bitcoin mining as a flexible grid-balancing load. With 15+ years in engineering and AI, he develops immersion-cooled mining infrastructure, fleet management systems, and VPP platforms that merge Bitcoin and energy innovation.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dff238b5818815b84c527f_42nRNUC8jMyV8s-tm916x714pxKGeVDbugLbBWimcX8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Muhammad Rasoul,CEO,Amana Capital,"As the CEO of amana, Muhammad Rasoul is a strong supporter of transparency, building financial literacy, and ensuring everyone has both the opportunity and the learning tools to scale the heights of the investment world. And by laying the groundwork for a more transparent approach to multi-asset trading and investing, he is steering amana into the forefront of a more innovative and accessible regional financial industry. Over the course of his 25-year career, Rasoul has established a global presence as a financial industry innovator and thought leader. His expertise as a growth strategist has been instrumental in the creation, expansion, and successful sale of multiple companies, including Gain Capital, GFT Markets, and B2B liquidity provider, Alpha. He has also advised the CFTC, NFA, ASIC, FCA, and FSA in Japan. Muhammad lives in Dubai with his wife, Sabina, and daughters Amirah and Alivia. In his spare time, he keeps in touch with Nadia, Yaseen, and Aiden, his three elder children, all of whom study and work in their native US. He is also an avid philosophy and history buff and can be found pouring over books about early American history. Last but not least, Muhammad is a fan of football and a long-time supporter of Chelsea Football Club!",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c030a1ca9f7161516abfcf_yVVTEWdUdwpbjj2Rgm7vTtYLE6wuEhFJ-vmoOsJT2IQ.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Muslim Bitcoiner,"Co-founder, Author",Bitcoin Majlis,"Muslim Bitcoiner is the co-founder of Bitcoin Majlis, a non-profit organization dedicated to educating Muslims about Bitcoin and exposing the dangers of fiat currency. He is the author of Anti-Riba Money: Dismantling Usury through Bitcoin, a recently published book that presents a compelling Islamic case for rejecting fiat and embracing Bitcoin. Active on both X and Nostr, he works to promote a deeper understanding of Bitcoin and its adoption within Muslim communities and organizations.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fb2151dfc7d84da6200_Or7MMS9gydX4A6PlId0QHgKHHldDEkzudaZkgKT4pzU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mu’aawiyah Tucker,CEO,Meta Madeenah LLC,"Mu’aawiyah Tucker has been engaged in educating, propagating and building on Bitcoin since 2017, and has a unique perspective of Bitcoin from an Islamic perspective due to being a specialist in Islamic Law.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691391732d61a58a20d9d140_9239e5c039aef503be363cb0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Nacho Pauls,Chief Commerical Officer,OCEAN,"Bitcoin advocate. Argentine-born, retired athlete, great at teambuilding, full-time learner and resilient.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6921aed6230e5b5a166f4b8a_753f5ad2724d341aa81230e3.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Neil Jacobs,Founder,FOMO21,"Neil Jacobs is a leading marketing strategist, educator, and content creator in the Bitcoin industry. With a big-four CPA background and 150,000 social media followers, he has driven brand and revenue growth for prominent Bitcoin companies, including co-founding FOMO21.com—which has served customers in over 70 countries—and previously serving as Head of Brand Engagement at Swan Bitcoin. Neil’s Bitcoin journey began over a decade ago and he became a vocal advocate in the years that followed. Since then, he has hosted podcasts like Inside Bitcoin and served on the Board of Directors for SatsCenter, a nonprofit advancing Bitcoin education. Neil combines financial expertise with strategic vision to champion Bitcoin and foster its adoption globally.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dd461fc611e7a64156b13d_VTlH-8kyEaIzMxXTWPWtr8FfS2IlK_A53h0NbXuKAcI.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Niko Jilch,Founder,Binifico GmbH,"Niko is the founder and CEO of digital media company Binifico. He runs one of the most popular podcasts and YouTube channels on the topic of Bitcoin in the German speaking world: ""Was Bitcoin bringt"". His popular English newsletter is called ""Fix the money"". Niko is a sought-after speaker at conferences in Europe and internationally.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e69d51cb40513f6bd1dd_LWDqnb2xQSwtZ-JIctQriAm_GO1Q79wtIJYdvlbLHI0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Nolan Bauerle,Host,RoxomTV,"Nolan Bauerle writes, produces, and creates content related to our shift to a Bitcoin standard as a measure of economic production.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad555cdcfb3670954168_2caa22ceba043d9cc7b29dba.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Obi Nwosu,CEO,Fedi,"Obi Nwosu is cofounder and CEO of Fedi and a zealous advocate for Bitcoin mass adoption. He previously founded the Bitcoin exchange Coinfloor, and holds board positions at ₿trust and Gridless Compute.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68ffaa2efc8f300eead619cb_R_YGpqW6AKKIZWS3UsJB9SPnY8Rv_jp2-txOp6fLjXc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Olga Kochmar,Commercial Director,BitFuFu,"Commercial Director at BitFuFu, overseeing the company’s energy partnerships and infrastructure development, while driving vertical integration across the company’s technology and operations. BitFuFu (Nasdaq: FUFU) is a leading platform in Bitcoin mining and mining services—combining self-mining, hosting, and cloud hashrate with an integrated stack to deliver efficient, resilient, and grid-responsive compute at scale.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691dd269fed90b883407ed7a_nw9jG6_Dmn2TvW3FIIugiopQolRoJhrehPi7L5U-AjY.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Omar Al Yousif,Board Member,CoinW,"Omar Al Yousif is an engineer, investor, and capital markets specialist with a background in project management. He has been pioneering and managing major digital and smart infrastructure projects across the Middle East, in addition to leading high-profile digital asset treasury initiatives in Tokyo, Hong Kong, London, and Nasdaq. As Deputy Chairman of 7-E Emirates Holding and Partner at 10X Capital, Omar works on bridging capital markets between Asia and the Gulf, structuring cross-border listings, and advising on public market strategies. His career includes senior leadership roles at Siemens AG and Etihad Rail, where he spearheaded multi-billion-dollar infrastructure, technology, and mobility projects across the MENA region. With deep government and corporate networks, Omar is recognized for his ability to unite strategic stakeholders, drive innovative investment models, and advance transformative projects across industries from rail to blockchain. Education: MSc in Major Program Management, University of Oxford; BSc (Hons) in Construction & Project Management, University of London",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f6d8de96c5cb20d6ea0cd_aak3OyLG9NoQ3O1NdDbl16j6C_6v2F_KFjVNe1QKcoU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Paul Boots,Head of Sector Development,Virtual Assets Regulatory Authority (VARA),"BIOGRAPHY Paul Boots - Head of Sector Development, Virtual Assets Regulatory Authority (VARA) Paul Boots, Head of Sector Development at the Virtual Assets Regulatory Authority (VARA), brings with him a wealth of experience as a senior executive and entrepreneur with a proven track record in innovation, leadership, and market development. With a diverse background spanning financial services, strategy, and technology, Paul has been instrumental in shaping the Middle East’s peer-to-peer financing landscape, notably as the founding Group COO at Beehive, where he pioneered one of the region's first peer-to-peer lending platforms. His entrepreneurial expertise also extends to co-founding a boutique advisory firm that focuses on leadership development and strategy for large UAE-based companies, with a special focus on AI-driven technologies. Before these ventures, Paul played a key role in the executive leadership team at the Dubai Multi Commodities Centre (DMCC), where he was instrumental in establishing Dubai as a global hub for trade across multiple industries. During his tenure, he conceptualized and built DMCC’s commodity trade finance platform, which facilitated Islamic banking partnerships. More recently, Paul led the development of a large B2B marketplace on behalf of the Investment Corporation of Dubai, further showcasing his ability to build innovative platforms that drive economic growth. A graduate of Babson College, Paul’s passion for leadership, entrepreneurship, and building high-performing teams is central to his approach. His appointment at VARA aligns with Dubai’s strategic goals under the D33 agenda, as Paul’s leadership in sector development will play a critical role in positioning the Emirate as a global leader in the virtual assets space. His unique blend of strategic insight and operational expertise are pivotal as VARA continues to shape the future of virtual asset regulation and innovation.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c7ed71ecbf266e80dfb33_4Cv7FckE4-Axg_MN9V_OSr5KVpAAxDVSV1kSqSN2MuA.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Paul Dawalibi,CEO,Innovation City,"Paul Dawalibi is a technology entrepreneur, investor, unicorn founder, futurist and gamer, with over 25 years of venture capital and startup experience. He is currently the CEO of Innovation City, the world’s first free zone fully powered by artificial intelligence (AI) in the UAE, where he is building the Silicon Valley of the Middle East in Ras Al Khaimah. Previously, he was CEO of Holodeck - the leading global media and technology company focused on gaming, esports and web3. His ability to communicate the business opportunity around innovation has made him the largest industry influencer and expert in the MENA region. Paul is the host and creator of Game Changers - a groundbreaking business show on CNBC Arabia reaching 50M homes in the Middle East. He is a frequently requested speaker at tech, startup, web3, and gaming conferences all around the world. He consults family offices, governments, investors, and global companies on startups and building innovation ecosystems. Paul is also the creator of the world's 1st esports NFT and founder of the 2020 fastest growing company in Canada. He believes that the future is fun™. On TV and in media: • My content is consumed daily and trusted by millions in 66 countries around the world, and am widely recognized as the thought leader in the region for startups, tech and gaming. • Host & Creator of “Game Changers” – the most exciting weekly show on CNBC Arabia focused on gaming, esports and the metaverse, reaching 50M homes in the MENA region. • Host & Creator of the world-famous Business of Esports podcast - the largest esports and gaming industry outlet and the only authority on the business side of the gaming/esports industry. Live and in person: • Chairman of the 1st ever Dubai Esports Festival (now called GameExpo) • Invited to speak at the biggest innovation and technology conferences in the world - Next World Forum (KSA), PAX East, Esports Business Summit, World Metaverse Forum, GITEX, SALT, Crypto Bahamas, DIFCFintech Week, World Corporate Summit, Step, LEAP, TMRW, World AI Show, Future Blockchain Summit, RetailME Icons, Fast Company: World Changing Ideas, Dubai Future Forum, Ignite, World Blockchain Summit, Web Summit, AIM Congress, MIT NextTech Summit, etc… • Retained as a startup, web3, AI, gaming, and esports expert by companies, family offices, governments, and investors around the world. • Professor of esports business at Saint Peter's University In books • Author of Metaverse Dream – landmark metaverse book published by Assouline. • Wrote the foreword for the best-selling esports business book of all time (The Book of Esports) • As a VC, I've been talking about gaming, esports and the metaverse since 2011. At work (recent) • Building the Silicon Valley of the Middle East and a global hub for innovation in Ras Al Khaimah • Architect of a world-class gaming investment program for Abu Dhabi (DCT / ADGaming) • Member of the Dubai Program for Gaming Working Group, charting the direction and future of the gaming industry in Dubai • Advisor to Dubai Police on gaming and esports strategies • Consulted as a subject matter expert on the concept & business model for Qiddiya (KSA gaming district) • Consulted with Dubai Health Authority on the metaverse and gamification of healthcare and was recognized by the Director General of DHA • Developed the gaming content strategy for GITEX / Future Blockchain Summit • Expert on building early stage tech, gaming and venture ecosystems",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e05ee2f2a2aeac84937f1_fT3AATfjAadrmomxIM1cPegGXMcCRNJfOgeTY6StTSc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Paul Manafort,Former Campaign Manager,"Trump for President, 2016","Paul Manafort is a seasoned political strategist and consultant with decades of experience in navigating complex geopolitical landscapes. As a former chairman of a major U.S. presidential campaign, he has a deep understanding of the intersection between politics, economics, and emerging technologies. In recent years, Paul has taken a keen interest in the potential of Bitcoin and blockchain technology to transform the global financial system. He brings a unique perspective on the role of cryptocurrency in fostering financial independence and decentralization. Paul’s insights offer a valuable blend of traditional financial expertise and a forward-looking view on the disruptive power of digital assets, making him a compelling voice at the forefront of the Bitcoin revolution.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c929debfe8592c795216_sOVlT7607htPoYD4BraIcHlb2ZLdn8LsdisOeeFjAEk.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Pavlenex,Product Manager,"BTCPay Server, Stratum V2","Pavlenex is a product manager dedicated to accelerating Bitcoin adoption through open-source payment solutions and mining infrastructure. He currently leads product strategy at BTCPay Server, an open-source payment processor, and Stratum V2, a next-gen mining protocol focused on enhancing decentralization and efficiency in mining. He is also a grantee of Spiral, a non-profit initiative by Block (formerly Square), founded by Jack Dorsey, dedicated to supporting free and open-source Bitcoin projects. He co-founded HUB21, one of the first physical Bitcoin hubs and BitcoinSmiles, a non-profit initiative providing dental healthcare to impoverished communities in rural El Salvador, Pavlenex actively contributes to both technological advancement and social impact within the Bitcoin ecosystem.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f636b0b3c36c1fc22d1c31_2bd1144b5a6f93d710e02bab.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Peter Abou Hachem,Head of Growth and Strategy,Hub71,"Peter is a key member of the Hub71 team, leading on Strategy and Product Development. In his current role, Peter plays an integral role in designing new products and programs for the Hub71 ecosystem as well as identifying the right partners that could activate such programs. A key part of Peter’s role is identifying synergies between startups, corporates, government entities, universities, global hubs and programs. Matchmaking entities based on identified synergies is a key role in enabling a fully functional tech ecosystem. Peter has been part of designing and launching programs such as Corporate Engagement Program, Ventures Lab, Value Creation, Academia Engagement, Banking Products for startups, The Outliers and many more. Prior to joining Hub71, Peter was a Project Manager at Roland Berger Strategy Consultants. As a consultant, Peter worked on building tech ecosystems, developing country-wide strategies, building new ventures, driving partnerships between private and public sectors as well as digital transformation and restructuring. This previous experience allows Peter to play a key role in shaping Hub71’s strategy. Peter holds a bachelor’s degree in Civil and Environmental Engineering from the American University of Beirut (Beirut, Lebanon) as well as a Machine Learning certificate from Stanford University (California, USA).",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6924839470a4b09348a3a573_FDhtSt8Wrm9meNB3ALwruvRoSWoegm9C4w1AASY557U.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Peter Duan,Founder,Bull Standard,"Ex-TradFi professional with 14 years of experience spanning Structured Finance at Cantor Fitzgerald, Investor Relations for an S&P 500 company, and Wealth Management. Now focused on bridging Bitcoin and traditional capital markets through the emerging Bitcoin Treasury Company movement.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e084d902e80b9325c12ed_YDzBlxOFyjMFyuVP-VipV7ZJpaikDbpxe-m3jOZCoig.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Philip Rage,Head of Underwriting,Soter,"Philip Rage is a London-based insurance executive and digital assets specialist with a strong focus on cryptocurrency risk management. He has built a career in strategy, innovation, and underwriting within the (re)insurance sector, previously at firms like Aon. Currently Head of Underwriting at Soter Insure, a company specializing in digital asset insurance, Philip bridges traditional finance and crypto by providing coverage for Bitcoin in financial services. His work helps institutionalize Bitcoin custody and DeFi through specialized insurance products, making him a key figure in onboarding traditional capital to the space.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad6f611bd5d386c02376_f38Dr72uqP3FWgu1YAjJQl27djrrg0n7gloiuoqChk0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Prince Filip of Serbia,Chief Strategy Officer,JAN3,"HRH Hereditary Prince Filip Karađorđević of Serbia serves as the Chief Strategy Officer (CSO) at JAN3, a global financial technology company. After a 13-year career in traditional finance, Prince Filip joined JAN3, driven by his belief in Bitcoin’s potential to deliver financial freedom and sovereignty to billions worldwide. Prince Filip advocates for strong individual property rights and financial freedom through Bitcoin, while promoting legal frameworks that enable economic empowerment for the unbanked. A frequent guest speaker at prestigious international conferences, he engages with heads of state, legislators, monarchs, politicians, and C-suite executives. Prince Filip envisions a new Renaissance, catalysed by Bitcoin, for Serbia and the wider world. Through his foundation in Serbia, he actively promotes Christianity, cultural heritage, financial literacy, the arts, technology, and family values.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fa1436747db485e13ba_d2240af13deaf50967b197c3.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Rachel Conlan,CMO,Binance,"Rachel Conlan, a visionary marketer and entrepreneurial strategist is the driving force behind Binance's global marketing and brand campaigns. As Binance embarks on its ambitious journey to reinforce and broaden its standing as the world's most trusted cryptocurrency brand, Rachel's leadership is instrumental. Before joining Binance, Rachel was a transformative figure at OKX, spearheading brand and marketing initiatives that included the negotiation and launch of high-profile international partnerships with Manchester City F.C., McLaren Racing, and Tribeca Festival. Her strategic insights and knack for partnership creation have left indelible marks on the brand. Rachel's vast experience extends to her tenure at CAA Sports, a leading international sports and entertainment agency, where she held the reins of Global Partnerships. She developed innovative brand partnerships and cultural marketing programs, bridging global brands, rights holders, and talent, adding immense value and contributing to CAA's market influence. As the Global Chief Marketing Officer for Havas, the sixth-largest communications company within the Vivendi conglomerate, Rachel demonstrated exceptional leadership. She was entrusted with enhancing Havas' reputation and revenue, crafting integrated marketing and experiential platforms for Fortune 500 companies that set industry benchmarks. In addition to her role as CMO, Rachel's contributions to Havas spanned various leadership positions. As Managing Director of Havas Luxhub, she led strategic and commercial operations, fostering pioneering strategies for luxury, fashion, and lifestyle companies to engage and retain a new generation of consumers. Her client portfolio boasted iconic brands like LVMH, PUIG, Sotheby's, Net-a-Porter, Netjets, and Kit and Ace. Rachel's strategic prowess was further displayed in her role as Havas' Global Growth Director. She orchestrated a comprehensive global new business development and marketing plan for the network. Notably, Rachel was part of the visionary team behind Havas' 2012 rebrand from Euro RSCG Worldwide, establishing a new standard for Havas Group's transformation. Rachel resides in Abu Dhabi, UAE with her husband and toddler son.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ffacf8db2ab8eb072a6b_66163cb6f25fdacabda3c745.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Rahim Taghizadegan,CEO,Deedsats,"Rahim Taghizadegan is the last Austrian economist of the Austrian School in the direct tradition, teaching at universities in Austria, Switzerland, Liechtenstein, and Germany. Author of over 15 books, he was the first economist to teach about Bitcoin at university. He is the founder of scholarium.at, based in Zug, building Bitcoin citadels and educational hubs around the world, and of deedsats.com, building privacy-friendly solutions for digital assets on RGB and Bitcoin.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b638dc64b755698d9ae9_7nft8uflwoyr95y_2ulqj8_lcg2NIIqB9DhK9PGwM74.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Raj⚡ Maitra,CEO,Bitshala,"Pre-Bitcoin: Graduated M.Tech in Structural Engineering in 2016, from IIT Madras. Worked as a professional Structural Engineer for offshore oil rigs, water treatment plants, bridges, and metro viaducts. 2016-2021. Found Bitcoin in 2017 at the dusk of the Blocksize War. Fell in love with the whole idea and started studying deeper. My journey has been entirely self-taught, where I taught myself the history of money, the principles of Austrian economics, and eventually cryptography and maths. Over time the Bitcoin obsession became so big, that I started learning to code. Eventually, I became good enough to start contributing to Bitcoin FOSS projects. Which landed my first part-time gig at RGB and my first little contributions to Bitcoin Core, in 2020. My journey self-studying at that time I documented in this blog: https://www.citadel21.com/from-hello-world-to-bitcoin-core Left my structural engineering career completely to work on Bitcoiin full-time by being blessed as the first recipient of the Spiral Dev Grant from India, in 2021. Since then my passion for Bitcoin has led me into an ongoing rabbit hole and it has become my life mission to contribute back to the Freedom Industry, in whatever way best I can. Post Bitcoin: Developer Works: Bitcoin Core Contributor: 2020-2021 Developer at RGB: 2020-2021 Developer at BDK: 20021-2023 Lead Dev and PM in Coiinswap: 2023 onwards. Community Works: Cofounded the first Indian Bitcoin-Only Telegram channel: 2018. Organized the first Bitcoin-Only Meetup in Bangalore: 2019. Organized the first Biitcoiin-Only meetup in Goa: 2022. Organized the Technical Track of the first Bitcoin-Only Conference in India: 2022. Educational Works: Mentor at Summer of Bitcoin: Since 2022 Started building Bitshala: 2023. Blogs: https://rajarshi149.medium.com/ Bitshala: At Bitshala we organize a package of educational activities to train the upcoming Bitcoin developers. We offer a roadmap to aspiring developers, reducing the barrier to entry in Bitcoiin FOSS, and finally get them started with a paid Felklowshiip Program to start professional contributions to real Biitcoiin FOSS projects. Find more details here: https://bitshala.org/ My Twitter: https://x.com/RajarshiMaitra Presentation Description: The presentation will be on Bitshala, explaining its objective, mission, and models. I will brief about all the programs we take up at Bitshala. The roadmap to becoming a Bitcoin development, and how people can start getting involved. I will talk a bit about the FOSS Dev mindset, soft-skills required to be a FOSS dev, and tips on selecting FOSS projects to start contributing. The talk concludes with a concrete roadmap for aspiring developers in the room to start taking Bitcoin FOSS as a viable career alternative.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c8553c6e24a0ebc526da9_40bf5445b45ff5652c85a5e7.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Rami Alsridi,Founder & CEO,Mining Grid,"My Bitcoin journey began unexpectedly in 2017 while working as a cybersecurity consultant. A client had fallen victim to a cyberattack, with the hackers demanding payment in Bitcoin—a currency I knew little about at the time. This experience sparked my curiosity as a computer engineer passionate about transformative technology, leading me to explore Bitcoin’s potential. After delving into research and connecting with colleagues, I met a tech-savvy friend who was already mining Bitcoin and coding Ethereum smart contracts, which deepened my interest. As the founders of Miningrid, we created a platform that simplifies Bitcoin mining through a secure, non-custodial wallet, making it accessible to all. My mission is to empower others by making Bitcoin mining and its ecosystem both understandable and approachable",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c949c8010f9258ccf6f8_a2guBYnAcSBYkxhzYhiK4dQP6QxyTfKhiwObeBgd-TU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Redouane Elkamhi,Professor of Finance & Core Contributor,GOAT Network,"Redouane Elkamhi is a Professor of Finance at the Rotman School of Management, University of Toronto, and a renowned expert in strategic and tactical asset allocation, cryptocurrency, and decentralized finance. He served as the inaugural co-director of the Finance Lab at the Rotman Financial Innovation Hub, where he spearheaded initiatives in blockchain, decentralized finance, and crypto-ventures. With over two decades of experience, Professor Elkamhi has been a trusted senior advisor to several of Canada’s largest pension funds, providing insights into total fund management and innovative investment strategies. His research has been presented at premier academic and industry conferences and published in leading finance and economics journals. Professor Elkamhi's contributions to the field have earned him numerous accolades, including the prestigious Shimomura Fellowship from the Development Bank of Japan and Excellence in Research Awards from the University of Toronto and the University of Iowa. He has also received multiple Best Research Paper Awards from esteemed organizations and journals, such as ICPM, PCAM, AFFI, GARP, IFM2, the Review of Financial Studies, and the Review of Asset Pricing Studies.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68eea67164f559a3412d148e_vGwtl_pFm-r6R_8e30GbwUYt6L6yW-nRXYctHeq_qpI.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Robbie Maltby,Full Stack Marketer,Bitcoin Studios,Full-stack fiat marketer turned Bitcoiner. Supporting Bitcoin-native builders to find product–market fit while building my own under Bitcoin Studios — current projects: Bitcoin Works (land-based startup society) and Bit Mortgage (Bitcoin-backed mortgage provider).,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68ffaa286d83ee45cd6493fb_DnHKeo6eGEL4qp71hAviHUNssMdzM6fma7DjnvvD6mg.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Robert Warren,Head of Research and Education,Bitcoin Park,"Robert Warren is a builder with experience in, product, operations, and research. His technical training in Philosophy and Psychology, and a Master's in Education, positions him to explain and share freedom technologies and their cultural implications. He currently contributes at Bitcoin Park, leading Research, Education, and Programming and authored the Bitcoin Miner's Almanac",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c8381682d1687f181f7f5_GGRyCpj7_H_B20q6ATroPb-8mpKwZ4okrPxYhB9S30g.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Robin Seyr,Founder & Host,Robin Seyr Podcast,Daily Bitcoin Podcast Host. All-In Bitcoin since he is 21 years old and committed to interview every day a Bitcoiner in the next 10 years!,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c8ee765ea05df5f778b0_KANnJJW8UIVooRjlAorwY2Pq5GFWnZxI-4p-a8dk55o.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Rohan Hirani,Co-Founder,BitcoinQuant,"Rohan Hirani is the Co-Founder of BitcoinQuant, a data platform focused on bringing greater transparency to Bitcoin treasury investors. Prior to building BitcoinQuant, he was a Strategy Consultant at Bain & Company, where he specialized in private equity market analysis across software and wealth management.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68eea67164f559a3412d148a_c1BszcAoa6XOMLSQ7Hag2ydHD7XT18T2KO1XNMrrBm0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Roman Martinez,Cofounder,Bitcoin Beach,Community Leader at Bitcoinbeach Co-founder GoodLifeElSalvador Co-founder Bitcoinbeach,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f2c600cb1fc3818b2cc42_xhPCPWUV3fnEM362Hei0bBtsWiFx9zqY9w3ubgzmKAY.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Roya Mahboob,CEO,Digital Citizen Fund,"Roya Mahboob is an entrepreneur and Afghanistan’s first female tech CEO, but her impact extends far beyond the sphere of business. Ms. Mahboob has used her success and tech expertise to help educate and empower Afghan women and girls, and she has been an outspoken advocate for their rights. She founded the Digital Citizen Fund (DCF), which aims to increase Afghan women’s technological and financial literacy. She also co-founded and supports the Afghan Girls Robotics Team. Ms. Mahboob has worked to build Innovation/Tech Centers across Afghanistan and has launched an online platform to strengthen the voices of Afghan women and journalists. Ancillary to this, she regularly speaks and writes eloquently about the vital importance of STEAM education and economic opportunity for women and girls as they pertain to human rights. Ms. Mahboob was named to TIME’s 2013 list of 100 Most Influential People and received the 2014 Tribeca Disruptive Innovation Award, The Advancement of Gender Equality through Education Award, Young Leader of World Economic Forum 2015 , Asia Game changer 2019, Doha forum award of 2022, LantosHumanRights awards, the prestigious Presidential Leadership Scholarship and is a founding Leader of The NewNow, a group of rising global leaders tackling global challenges.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd7150c7723bfc76c8095d_Sd-IJy3o80C-q0w4X0a8bpE8qJOui8vbOnaMP8cdv_4.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
